text,label
put  his  hat  on  and  spent  much  of  the  afternoon  collecting  mesquite  and  yucca  seeds  then  buying  them  all  over  the  place  few  will  ever  sprout  but  some  will ,0
lunch  salad  with  tuna  and  dried  michigan  cherries  thanks  mom ,0
is  sad  to  see  propname  go  but  very  happy  he  was  able  to  be  here ,0
propname  and  i  planted  four  trees  on  monday  and  today  we  got  an  inch  of  rain  there  are  two  pecan  trees  to  pollinize  each  other  an  allinone  almond  two  varieties  grafted  so  no  additional  pollinizer  needed  and  a  pomegranate  selfpollinizing  life  is  easy  sometimes ,0
my  cat  is  looking  for  the  door  into  summer ,0
is  glad  that  his  car  is  not  infested  with  madagascar  hissing  cockroaches ,0
note  in  my  homeowners  insurance  policy  discharge  of  a  nuclear  weapon  shall  be  deemed  a  warlike  act  even  if  accidental  you  can  be  sure  that  i  will  call  and  complain  immediately  if  our  house  is  destroyed  by  a  nuclear  weapon ,0
heres  what  i  tell  anybody  and  this  is  what  i  believe  the  greatest  gift  we  have  is  the  gift  of  life  we  understand  that  that  comes  from  our  creator  were  given  a  body  now  you  may  not  like  it  but  you  can  maximize  that  body  the  best  it  can  be  maximized  mike  ditka  no  thanks  jcy ,0
has  anyone  figured  out  how  to  filter  the  facebook  feeds  using  the  new  facebook  page  i  will  be  annoyed  if  this  functionality  has  been  lost ,0
07  inches  of  rain ,0
100  of  people  will  not  copy  and  paste  this ,0
thanks  everyone  for  all  the  help  at  this  point  ijust  need  1  harmess  2  horseshoes  2  nails  and  2  boards  no  bricks  i  can  give  gifts  of  harnesses  and  horseshoes  as  of  this  moment ,0
if  you  find  yourself  wondering  about  things  such  as  how  long  of  a  time  period  is  17  of  eight  hours  and  it  makes  your  brain  hurt  to  figure  it  out  in  your  head  you  can  go  to  google  and  type  in  17  of  eight  hours  and  it  will  tell  you ,0
i  have  not  blocked  anyone  disregard  any  notice  to  the  contrary ,0
is  trying  to  get  in  touch  with  the  notorious  val  yo  propname  call  be  back  sistah ,1
would  now  like  to  rename  her  son  propname ,1
is  missing  all  of  her  cty  peeps  she  hopes  they  will  keep  her  updated  on  what  happening  in  that  little  town  with  big  city  problems ,1
is  proud  to  admit  she  is  a  35  year  old  mom  who  loves  eminem ,1
date  night  woo  hoo ,1
loved  hanging  out  with  klocks ,1
it  is  so  true    your  hair  always  looks  great  the  day  before  you  have  a  hair  appointment  however  as  soon  as  i  step  out  in  this  humidity  i  will  be  jolted  back  to  reality ,1
enjoyed  her  wednesday  night ,1
is  helping  her  husband  start  his  facebook  account  oh  no ,1
heard  someone  say  that  status  updates  are  the  ultimate  form  of  narcissism  got  her  thinkin  could  that  be  true ,1
is  wondering  how  the  8lb  kid  and  the  91lb  dog  will  do  in  the  back  of  the  altima  on  a  road  trip  i  guess  well  see ,1
drank  too  much  iced  tea  before  bed ,1
its  raining  its  pouringand  i  just  flat  ironed  my  hair  bleh ,1
is  longing  for  the  comfort  of  familiar ,1
is  listening  to  my  dog  my  husband  and  my  baby  snoresimultaneously  i  am  surrounded ,1
is  once  again  wishing  for  a  gardener  and  a  maid ,1
doesnt  think  carlisle  is  going  to  happen  this  summer  sorry  guys ,1
messing  with  her  new  macbook  pro  thanks  albemarle  county ,1
is  hoping  propname  slept  through  the  night  for  propname ,1
happy  birthday  cash ,1
in  need  of  a  babysitter  the  afternoon  and  evening  of  uva  v  vtany  ideas  know  any  great  sitters  help   ,1
thinks  shes  a  rock  starthinks  bleh ,1
bring  it  wankees ,1
is  taking  care  of  propname  and  his  first  cold  mommy  no  likey ,1
i  wonder ,1
is  thinking  about  a  cty  reunionhmmmm ,1
is  loving  socialinterviewcom ,1
recognized  more  silver  lining  than  cloud  on  a  fairly  cloudy  day    what  a  freeing  experience ,1
fly  eagles  fly  on  the  road  to  victory  fight  eagles  fight  get  a  touchdown  one  two  three  four  etc  etc   ,1
my  husband  is  out  in  the  18  playing  with  the  dog  and  the  neighbors  kids  gotta  love  him ,1
anyone  know  a  plow  guy  lookin  for  work  haha  seriously  if  you  know  anyone  that  can  get  to  us  today  or  early  tomorrow    send  me  the  info  yo ,1
the  largest  front  end  loader  i  have  ever  seen  just  plowed  our  driveway  ah  the  smell  of  freedom ,1
raise  your  hand  if  you  are  snowed  in  and  consuming  way  too  many  calories  i  gotta  get  outta  here ,1
watching  ncis  marathon  last  time  i  did  this  i  investigated  mysterious  deaths  all  night  long  and  i  had  to  work  the  next  day ,1
reality  check  we  are  fortunate  prayers  for  haiti ,1
believes  thinking  is  overrated ,1
anyone  interested  in  training  for  the  cville  10  miler  with  me ,1
to  ctyers  past  and  present  i  urge  you  to  do  two  things  1  dust  off  your  garden  state  soundtrack  there  was  a  reason  we  listened  to  it  nonstop  for  42  days  2  mark  july  1618  in  your  calendar    we  are  all  descending  on  the  land  of  milk  and  honey  carlizzle  fo  shizzle ,1
my  fb  font  is  huge    regular  size  on  every  other  program    what  did  i  do  help ,1
inside  edition  has  hit  an  all  time  low  lead  story  will  the  crisis  in  haiti  affect  the  golden  globe  awards ,1
blame  it  on  the  a  a  a  a  a  applejuice  blame  it  on  the  a  a  a  a  a  applejuice ,1
the  lady  at  panera  didnt  even  have  to  ask  me  my  name  today  it  showed  up  on  my  receipt    spelled  correctly  maybe  i  need  to  hit  up  greenberrys  for  a  little  bit ,1
anyone  have  a  gentlyused  treadmill  theyd  like  to  sell ,1
heard  since  its  vday  weekend  that  people  were  changing  their  profile  pics  dont  have  a  pictures  of  me  and  all  three  of  my  valentines  but  propname  is  in  the  belly  here  can  you  imagine  if  i  tried  picking  up  propname  now   ,1
is  playing  final  fantasy  vii   ,1
is  in  love  with  college  and  cant  wait  to  start  in  september   ,1
is  pissed  off  that  the  godfather  isnt  streaming  properly   ,1
is  in  a  really  shit  mood  fucking  ps3  has  a  serious  error  in  less  than  6  fucking  months    also  msn  is  being  a  faggot  and  not  letting  me  speak   ,1
has  a  new  number  ask  me  if  you  need  it ,1
is  watching  the  godfather  trilogy  back  to  back  on  bluray  d ,1
is  looking  forward  to  bridge  on  the  25th   ,1
is  watching  the  godfather ,1
anyone  bothering  to  go  lava  tomorrow ,1
anyone  know  where  i  can  get  uv  paint  cheapish  not  from  amazon ,1
is  wondering  what  the  fuck  xfactor  is  coming  to  i  mean  propname  beating  propname  what  is  this  crap ,1
is  jammin  on  dj  hero  with  propname ,1
did  you  know  that  it  couldnt  be  more  blatent  that  the  xfactor  was  fixed  unless  propname  openly  admitted  he  was  gay  with  propname  and  propname ,1
thinks  it  would  be  quite  amusing  to  see  propname  get  number  1  with  the  original  version  of  the  climb ,1
merry  christams  to  all  my  friends  on  facebook   ,1
wowo  rage  is  number  1  xd ,1
just  bought  his  hadouken  tickets    anyone  else  goin ,1
had  a  good  time  watchin  london  wasps  lose  in  the  cold  today   ,1
is  watching  district  9 ,1
thinks  tomorrow  with  propname  propname  propname  propname  propname    and  propname  is  gunna  be  jokes  at  dancin  dragon   ,1
hasnt  noticed  anything  new  with  facebook  what  am  i  missing ,1
thinks  tonight  was  a  pretty  good  night  even  if  propname  is  incapable  of  finding  bathrooms  in  strada ,1
thanks  for  all  the  mazal  tovs    congratulations   ,0
propname  and  i  are  engaged    im  so  happy ,0
this  is  the  day  come  what  may  ill  still  be  saying  this  is  the  day  loving  camp   ,0
two  more  weeks  left  of  camp  looking  forward  to  seeing  propname  on  the  roof  on  sunday  august  9th ,0
thank  goodness  my  voice  is  back    shabbat  shalom  everyone ,0
ive  officially  booked  an  october  flight  to  new  york  to  visit  my  future  husband   ,0
lesson  planning  and  creating  a  calendar  for  the  school  year  hard  to  believe  i  will  be  teaching  already  on  sunday ,0
no  one  should  die  because  they  cannot  afford  health  care  and  no  one  should  go  broke  because  they  get  sick  no  one  should  be  unable  to  change  jobs  because  of  a  preexisting  condition  if  you  agree  please  post  this  as  your  status  for  the  rest  of  the  day ,0
shabbat  shalom ,0
i  hate  the  fact  that  i  currently  have  no  computer  it  is  not  fun  to  have  to  borrow  other  peoples  computers ,0
i  am  thankful  for  webcams  it  is  nice  to  be  able  to  see  my  fiance  online  while  he  is  in  new  york   ,0
im  liking  my  new  desktop  computer  and  thankful  that  it  is  not  giving  me  any  grief  thus  far    shanah  tovah  happy  jewish  new  year ,0
to  all  my  jewish  friends  gemar  chatimah  tovah  may  your  final  sealing  in  the  book  of  life  be  good ,0
enjoyed  spending  the  weekend  with  my  love  now  it  is  back  to  the  grind ,0
is  hoping  that  everyone  who  fasted  for  yom  kippur  had  an  easy  fast  and  a  meaningful  prayer  experience ,0
cant  wait  until  friday  morning  when  ill  be  in  my  fiances  arms   ,0
contemplating  the  forms  and  platos  utopian  society  as  i  write  my  paper  on  plato  please  note  that  i  do  not  actually  agree  with  platos  ideas  but  i  find  them  fascinating ,0
i  am  getting  less  and  less  sleep  due  to  midterms   ,0
im  so  excited  about  my  upcoming  trip  to  new  york    i  leave  thursday  night  on  a  red  eye ,0
please  put  this  on  your  status  if  you  know  someone  or  are  related  to  someone  who  is  gay  my  wish  for  2010  is  that  people  will  understand  that  being  gay  is  not  a  disease  people  who  are  gay  are  not  looking  for  a  cure  but  for  acceptance ,0
i  see  the  light  at  the  end  of  the  tunnel  liturgy  take  home  final  due  friday  and  last  but  not  least  philosophy  of  education  paper  to  complete  during  winter  break ,0
i  hate  having  laryngitis  as  a  songleader  i  want  to  be  able  to  do  my  job  but  i  cant   ,0
now  that  propname  has  returned  to  new  york  i  am  finally  working  on  completing  my  philosophy  of  jewish  education  paper  it  is  pleasant  to  do  school  work  after  two  weeks  of  rest  relaxation  and  fun   ,0
is  back  from  dc  and  is  very  tired ,1
is  holding  propname  in  the  light ,1
is  wondering  what  one  does  when  hail  comes  down  your  chimney  and  is  bouncing  all  over  your  living  room  floormy  first  thought  is  to  put  a  big  tupperware  in  the  fireplace  to  catch  it  all  and  then  id  have  the  awesome  kind  of  crunchy  ice  that  you  get  at  s ,1
is  trying  to  tame  her  todo  list ,1
wishes  her  bro  a  happy  birthday ,1
is  holding  propname  in  the  light  as  he  crosses  the  threshold ,1
enjoyed  an  incredible  concert  this  afternoon  by  her  friend  and  colleague  kpadwho  is  infused  with  musical  talent  versatility    passion ,1
  bold  black  coffee    double  iced  cinnamon  role    saturday  paper    porch  across  from  park    perfect  saturday  morning ,1
is  thinking  about  propname  s  words    it  feels  like    electricity  yeah  electricity ,1
is  smiling ,1
is  noting  the  irony  of  her  car  overheating  on  the  way  to  and  from  devils  head  fire  lookout  tower  today ,1
is  trying  to  figure  out  how  to  talk  to  children  about  jesus  being  the  bread  of  life ,1
is  looking  forward  to  taize  tonight ,1
is  in  awe  of  the  cycle  of  life  after  visiting  a  103  year  old  woman  and  then  hearing  the  heartbeats  of  three  little  triplets  at  28  weeks  in  their  mommys  tummy  back  to  back  hospital  visits    being  a  pastor  is  so  cool  people  pay  us  to  do  this  not  that ,1
was  told  today  by  a  nurse  at  the  hospital  that  a  pastor  is  the  last  thing  she  would  take  me  for  which  begs  the  questionwhat  is  the  first  thing  she  would  take  me  for ,1
wishes  she  could  teleport  herself  to  dallas  tonight  to  celebrate  georges  20th  anniversary  at  wilshire ,1
went  fly  fishing  today  for  the  first  time  and  loved  itthanks  to  propname  for  being  such  a  fabulous  teacher  this  is  the  first  fish  i  caughta  pretty  big  rainbow  trout  we  had  to  resuscitate  him  a  bit  when  we  released  him  back  into  the  wateri  didnt  kn ,1
is  changing  gears  from  nurse  back  to  pastor  as  propname  is  back  in  laramie  and  sunday  morning  is  coming  soon ,1
is  sitting  in  her  clean  house  anticipating  the  arrival  of  the  youth  grouphome  made  ice  cream  and  frolicking  in  wash  parkperfect  summer  evening ,1
is  spending  her  saturday  sleeping    sermonizing    snacking ,1
just  is ,1
welcomes  propname  into  the  world  congratulations  propname  and  propname  and  propname  and  propname ,1
went  white  water  rafting  today  for  the  first  time  in  10  yearssince  senior  trip  at  wbc  thought  of  you  wilshire  friends    propname  propname  propname  propname  propname  propname  propname  propname  propname  propname ,1
is  grateful  for  the  thresholds  ministryi  could  sit  in  taize  for  hours ,1
is  going  to  her  first  broncos  game  tonight  and  her  first  rockies  game  tomorrow  night  thanks  to  propname    propnameand  propname ,1
is  savoring  vanilla  gelato  garnished  with  fresh  raspberries  blueberries  blackberries    strawberries ,1
is  missing  propname  and  propname ,1
feels  so  blessed  by  her  church  familythere  couldnt  be  a  better  church  to  serve  than  calvary ,1
has  too  much  to  do  in  too  little  time  why  is  the  todo  list  getting  longer  every  day  instead  of  shorter ,1
is  beginning  yet  another  weekend  with  too  much  to  do  in  too  little  timehmmno  more  bulletin  board  or  nametag  board  projects  for  a  long  time ,1
likes  laramie ,1
is  stoked  that  propnames  off  the  river  and  back  in  cell  phone  range ,1
is  not  pleased  with  the  9th  inning  of  the  rockiescardinals  game ,1
always  enjoys  the  quiet  sanctity  of  the  church  in  the  early  morning  hours  on  sunday ,1
is  taking  care  of  propname  postsinus  surgeryhe  is  sans  a  giant  fistful  of  polyps  yeah ,1
its  pretty  easy  to  switch  my  loyalties  from  dallas  to  denver  with  the  rockies  in  the  playoffs    the  broncos  beating  the  cowboys ,1
is  giving  thanks  for  propnames  life  and  friendship  and  cant  believe  she  would  have  been  27  today ,1
is  sermonizing  after  having  accidentally  slept  all  day ,1
is  headed  to  the  franciscan  retreat  center  in  colorado  springs  for  the  souljourners  retreat ,1
had  a  fabulous  celebratory  evening  with  the  propname  propname    propname  last  night  in  big  d    and  is  now  off  to  see  her  brothers  new  house ,1
is  not  okay  with  the  fact  that  a  mouse  keeps  traipsing  across  her  living  room  as  if  hes  been  living  here  his  whole  life  im  off  to  buy  poison  or  a  trap  or  something    but  somebody  please  reassure  me  that  he  will  not  climb  up  into  my  bed  tonightplease ,1
is  sermonizing  on  seat  selection  servanthood    stewardship ,1
is  packing  up  and  heading  to  wyoming  for  48  hours  give  or  take  of  pure  vacation ,1
is  off  to  laramie  for  a  couple  days ,1
is  praying  for  propname ,1
is  stoked  that  she  is  going  to  hear  propname  tomorrow  night    in  denver  ahmemories  of  downstairs  cafe  and  uncle  calvins  in  dallas  and  club  passim  in  cambridge ,1
is  missing  her  matthew ,1
is  in  dallas ,1
wow  thanks  for  all  the  birthday  greetings  twas  a  good  dayand  giving  god  thanks  for  all  of  you ,1
is  sermonizingher  favorite  saturday  night  pastime ,1
is  sick   ,1
is  sermonizing  and  soothing  her  sore  throatslowly  but  surely  my  health  is  returning  thanks  be  to  god ,1
is  still  sickand  wishes  she  wasnt ,1
wishes  propname  wasnt  stuck  in  chicagohow  many  flights  can  be  cancelled  for  one  person  in  48  hours ,1
is  thinking  a  propname  movie  marathon  is  calling  her  name ,1
is  still  sickday  8hopefully  by  the  new  year  ill  be  well ,1
is  ringing  in  the  new  year  with  a  bowl  of  kix    a  glass  of  water    wii  golf  yeahim  cool     ,1
just  saw  a  tragiccomedic  drama    august  osage  county    and  thought  it  was  intensely  true  and  devastating  and  redemptive  and  isolating  and  packed  with  anger  hurt  joy  confusion  misunderstandings  and  innocent  deceptions  this  family  could  be  the  centerpiece  of  a  dissertation  on  family  systems  theory ,1
is  still  sickfirst  time  to  miss  christmas  eve  servicesgood  thing  i  have  great  colleagues ,1
is  relaxing  with  propname  propname    propnameand  propname  is  showing  me  pictures  of  boston  and  making  me  sad ,1
propname  is  excited  about  epiphanyher  second  favorite  liturgical  season ,1
is  officially  one  year  behind  in  her  thank  you  note  writing ,1
is  excited  that  propname  crews  is  coming  to  denver  tomorrow ,1
enjoyed  the  santa  fe  arts  walk  tonight ,1
is  going  to  hear  propname  read  her  own  poetry  tonight ,1
is  excited  that  propname  and  propname  will  be  in  denver  soon ,1
is  enjoying  reconnecting  with  colleagues  at  the  resident  reunion  in  dallas ,1
cant  wait  for  propname  to  get  here ,1
is  happy  for  new  orleans ,1
is  sermonizing  in  hopes  of  being  transfigured  in  the  process ,1
hanging  out  with  propname   ,0
is  happy  to  finally  be  home  for  a  while  after  lots  of  running  around  lately ,0
sad  about  the  loss  of  the  elephant  calf  at  the  memphis  zoo ,0
would  like  to  know  why  our  water  is  off ,0
is  doing  some  major  housecleaning ,0
didnt  think  that  coming  to  take  care  of  the  water  heater  first  thing  in  the  morning  meant  11i  guess  theres  still  45  mins  until  it  afternoon ,0
just  had  a  wonderful  chat  with  propname  on  the  phone  and  is  about  to  start  making  dinner ,0
went  to  see  the  hangover  tonight  then  came  home  to  enjoy  a  nice  relaxing  jacuzzi  tub  bath  with  a  glass  of  winelife  doesnt  get  much  better  than  that ,0
for  once  i  meant  to  let  my  phone  battery  die  all  the  way  before  recharging  and  did  i  remember  to  plug  it  in  once  it  reached  that  point  not  until  just  nowoops ,0
is  making  rice  krispies  treats ,0
is  excited  to  have  2  more  new  books  from  paperback  swap  but  cant  decide  what  to  read  now ,0
is  annoyed  that  gm  decided  it  would  be  cool  to  have  some  stupid  ass  bracket  for  wiper  blades  on  the  g6  resulting  in  me  having  to  pay  70  for  replacement  blades ,0
had  a  good  workout  at  the  gym  this  afternoon  just  took  a  nice  relaxing  jacuzzi  bath  and  now  off  to  bed  with  fresh  from  the  dyer  sheets  ahhhhh  fantastic ,0
the  first  2  atlantic  tropical  storms  propname  and  propname  have  formed  im  not  too  worried  but  have  to  admit  theres  a  little  unease  about  the  idea  of  something  making  it  here  afterall  this  is  my  first  rodeo ,0
propname  and  her  friend  are  coming  to  visit  me  next  weekend  so  excited ,0
had  a  great  day  with  a  wonderful  friend  and  a  wonderful  evening  with  a  great  boyfriend  im  one  lucky  girl ,0
sometimes  ill  watch  a  movie  that  i  watched  when  i  was  younger  and  suddenly  realize  i  had  no  idea  what  the  fk  was  going  on  when  i  first  saw  it ,0
is  nervous  about  getting  cavities  filled  for  the  first  time  ever  tomorrow  the  up  side  is  that  it  probably  isnt  as  bad  as  repair  work  from  stepping  on  a  shovel  there  i  feel  a  bit  better  now ,0
is  excited  about  dinner  and  movie  date  night ,0
how  many  times  is  it  appropriate  to  say  what  before  you  just  nod  and  smile  because  you  still  didnt  hear  what  they  said ,0
propname  brought  me  breakfast  in  bed  this  morning  hanging  out  with  propname  later  then  a  delicious  pineapple  pork  chop  dinner  made  by  propname  and  watching  a  moviewhat  a  great  day  its  going  to  bed ,0
if  propname  san  diego  and  propname  ever  got  together  their  offspring  would  probably  just  be  completely  invisible ,0
is  trying  to  decide  what  to  stock  the  fridge  with  so  there  is  a  chance  that  propname  will  eat  something  besides  fast  food  for  5  days  that  im  gone   ,0
is  a  huge  nerd  and  posting  books  on  paperback  swap ,0
bad  news  novocaine  is  wearing  off  so  my  mouth  is  hurting  a  bit  now  good  news  i  can  now  drink  my  pumpkin  spice  latte  without  dribbling ,0
is  glad  that  we  waited  to  watch  wolverine  as  a  rental ,0
is  wondering  how  many  people  get  themselves  screwed  out  of  money  by  not  paying  attention  and  keeping  records  of  stuff  i  just  added  another  70  to  my  um  no  dumby  actually  i  dont  owe  you  that  money  total  yay  me ,0
i  like  all  of  the  music  in  my  itunes  except  when  its  on  shuffle  then  i  like  about  one  in  every  fifteen  songs  in  my  itunes ,0
you  try  growing  up  in  a  trailer  park  with  nothing  but  dust  mites  and  lithuanians  and  see  where  that  gets  youa  line  from  a  terrible  movie  on  netflix  on  demand  but  it  made  me  giggle ,0
is  off  to  the  gym ,0
is  feeling  productive  after  posting  propnames  care  on  autotrader  if  anyone  is  possibly  interested  in  a  2006  honda  civic  si  for  13500  let  me  know  i  will  post  the  link  too  once  its  officially  up  on  the  site ,0
off  to  the  store  to  get  the  things  i  need  to  make  caramel  apple  cookies  i  hope  that  mine  turn  out  as  good  as  the  picture  i  also  hope  that  they  have  the  caramel  bits  i  need  at  this  walmart ,0
is  wondering  what  the  heck  last  week  my  computer  hard  drive  died  and  just  a  few  minutes  ago  i  got  the  blue  screen  of  death  from  my  directv  box  saying  a  problem  has  been  detected  on  my  hard  drive  not  cool ,0
fantastic  day  of  hanging  out  with  friends  and  doing  some  shopping  relaxing  on  the  couch  reading  for  a  bit ,0
had  a  busy  day  time  for  a  nap  before  possibly  carving  pumpkins  this  evening ,0
perhaps  propname  putting  off  getting  our  halloween  costumes  for  so  long  was  really  his  way  of  helping  me  find  my  awesome  costume  idea   ,0
happy  halloween  almost  timet  to  make  some  snacks  for  the  party  tonight ,0
carving  pumpkins  with  propnamepictures  to  come  soon ,0
shooting  and  punching  some  stuff  in  borderlands ,0
just  heard  a  commercial  on  the  radio  about  some  pill  to  lower  cholesterol  they  actually  said  do  you  have  high  cholesterol  due  to  poor  diet  or  lack  of  exercise  then  you  need  to  try  this  no  actually  you  need  to  try  improving  your  diet  and  exercising  a  bit  first  just  a  crazy  thought  i  had ,0
is  happy  that  my  new  hard  drive  is  installed  yay ,0
is  pretty  sure  im  coming  down  with  whatever  propname  considering  i  just  folded  a  load  of  towels  and  now  feel  completely  drained  the  good  news  is  that  the  tv  is  working  again ,0
is  not  having  a  good  night  watching  some  tv  then  heading  to  bed ,0
is  making  some  grub ,0
is  not  happy  that  our  ac  is  not  working  grrrr ,0
just  finished  watching  the  ugly  truth  cute  movie ,0
has  a  cold ,0
just  finished  watching    dear  zachary  a  letter  from  a  father  to  his  son  it  was  a  pretty  good  documentary  but  very  emotionali  suggest  having  tissues  nearby ,0
plans  to  sit  on  the  couch  watching  movies  all  day ,0
almost  time  to  make  white  chicken  chili  with  cheddar  jalepeno  hushpuppy  crust  its  going  to  be  even  better  than  usual  cause  we  finally  have  some  fall  weather  here ,0
just  saw  a  commercial  for  rihannas  2020  interview  about  her  ordeal  with  propnameisnt  it  convenient  that  she  is  finally  able  to  talk  about  it  in  an  interview  aired  the  day  after  her  new  album  comes  out ,0
is  watching  the  proposal  propname  and  propnameeven  if  the  movie  is  crap  it  wont  be  a  total  waste ,0
is  excited  about  my  helicopter  shaped  cookie  cutter ,0
mmm  peppermint  mocha  coffee  creamer ,0
doing  some  online  christmas  shopping ,0
doesnt  know  what  to  make  of  the  fact  that  based  on  my  interest  in  tv  shows  like  brotherhood  and  californication    netflix  has  a  recommendations  section  of  other  dysfunctional  family  dramas  this  includes  dexter  and  rescue  me  which  are  both  shows  i  watch  oh  netflix  you  know  me  so  well ,0
is  not  sure  what  the  repairman  fiddled  with  yesterday  to  get  some  warm  air  to  come  out  of  the  heater  for  a  while  but  im  pretty  sure  that  the  heat  is  still  not  working  quite  right  considering  that  after  running  for  8  hours  with  the  thermostat  set  to  72  it  is  still  only  65  in  my  house  and  there  is  coolno  cold  air  blasting  out  of  the  ventsand  yes  it  is  on  heat  not  ac ,0
wasnt  very  impressed  with  taking  of  pelham  123  although  i  was  amused  by  propnames  character  talking  about  the  girl  he  took  to  icelanda  lithuanian  ass  model  named  lavitika  ha ,0
is  happy  to  have  a  new  working  directv  box  i  can  open  the  guide  and  switch  channels  without  it  freezingand  the  dvr  works  i  can  now  go  back  to  waiting  until  a  few  minutes  into  a  show  before  i  start  watching  and  then  fast  forward  through  commercials ,0
is  getting  very  excited  about  decorating  for  christmas  we  are  heading  out  to  get  a  tree  and  all  that  fun  stuff  in  a  while ,0
is  off  to  the  gym  again  i  tried  and  cant  think  of  a  valid  reason  not  to  go  plus  my  legs  arent  sore  are  at  all  from  yesterday  i  will  will  thank  myself  for  this  later ,0
is  happily  watching  pixar  short  films  on  abc  family  while  my  dvr  records  propname  on  another  channel  oh  and  im  drinking  my  pumpkin  spice  coffee  too  life  is  good ,0
happy  thanksgiving  everybody  im  thankful  for  friends  to  share  thanksgiving  with  now  time  to  make  some  yummy  food  to  share  later ,0
is  making  spaghetti  sauce  yum ,0
has  a  cold  and  is  curled  up  on  the  couch  resting ,0
blue ,0
thanks  for  all  the  birthday  wishes  yesterday  i  had  a  great  day ,0
cant  believe  it  i  got  the  new  wii  fit  plus  game  it  has  a  lot  of  fun  new  games  and  features  however  after  not  using  the  wii  fit  for  a  few  months  we  decided  to  do  the  fitness  test  stuff  again  mesince  last  time  29  lbs  still  a  healthy  weight  and  bmi  wii  age  54  propname  86lbs  reccommends  a  healthy  weight  of  gaining  6lbs  wii  age  32  on  the  positive  side  i  have  lost  5  of  the  8  lbs  i  gained  over  the  holidays ,0
was  annoyed  with  the  state  of  la  for  sending  a  notice  that  my  car  policy  was  cancelled  on  11202009  even  though  that  is  just  my  renewal  date  and  they  lost  the  info  my  insurance  company  sentoh  and  it  took  them  2  months  to  do  something  about  it  my  grumpiness  was  fixed  by  talking  to  the  rep  at  progressive  she  was  friendly  and  talkative  like  a  less  annoying  version  of  the  girl  on  the  commercials  thanks  propname ,0
is  taking  propname  to  the  vet  for  her  annual  checkup  i  know  its  good  for  her  i  just  always  feel  a  bit  bad  because  she  hates  it  so  much   ,0
dear  louisiana  office  of  motor  vehicles  employees  i  understand  that  you  probably  get  stuck  dealing  with  stupid  annoying  people  on  a  regular  basis  that  doesnt  mean  you  have  to  be  rude  to  everyone  especially  not  the  friendly  people  like  me  darn  it ,0
did  an  hour  long  workout  and  now  im  trying  to  convince  myself  to  vacuum  the  house ,0
funny  every  time  i  have  to  spell  a  word  over  the  phone  using  as  in  examples  i  will  undoubtedly  draw  a  blank  and  sound  like  a  complete  idiot  today  i  had  to  spell  my  bosss  last  name  to  an  attorney  and  said  yes  thats  g  as  in10  second  lapseummmgoonies ,0
has  recooped  from  working  out  and  has  caught  a  cleaning  bug ,0
is  making  sweet  potatoe  split  pea  soup  i  hope  its  good ,0
cant  believe  the  amount  of  mosquitos  outside  already  boo ,0
why  oh  why  do  i  let  myself  watch  animal  cops  shows  i  just  end  up  feeling  a  mix  of  sadness  for  the  animals  and  almost  rage  towards  the  people  involved ,0
set  my  calorie  goal  for  wii  fit  tonight  as  a  piece  of  fried  chickenturns  out  it  takes  a  lot  of  work  to  burn  off  a  piece  of  fried  chicken ,0
was  enjoying  my  morning  shower  until  one  of  those  stupid  saints  remixes  came  on  the  radio  im  all  for  that  kind  of  thing  when  i  actually  go  to  games  but  im  sick  of  hearing  it  in  regular  rotation  on  the  radio ,0
a  bit  meanbut  damn  funny  sarchasm    the  gulf  between  the  author  of  sarcastic  wit  and  the  person  who  doesnt  get  it ,0
is  watching  a  movie ,0
just  finished  playing  wii  fit  plus  and  burned  an  ice  cream  cone  worth  of  calories  now  its  ok  for  me  to  eat  an  ice  cream  right  kidding ,0
accidentally  clicked  the  wrong  button  on  a  page  sorry  for  sending  that  farmville  thing  to  everyone ,0
the  feminine  version  of  the  name  propname  meaning  the  woman  basically  never  printed  on  magnets  mugs  or  other  souvenir  paraphernalia  often  mistaken  for  propname  propname  propname  propname  or  propname  my  name  is  propname  not  propname  dammit  urbandictionarycom  type  in  your  first  name  copy  and  paste  the  first  entry ,0
is  off  to  bed  and  hoping  not  to  be  woken  up  by  things  flapping  and  crashing  from  the  crazy  wind  outside  on  the  up  side  its  going  to  be  in  the  6070  range  for  the  next  week ,0
feels  bad  for  my  sick  boyfriend  i  know  he  feels  really  crappy  cause  hes  sitting  still  and  not  playing  videogames ,0
thinks  it  might  be  time  for  a  nap ,0
is  off  to  work  out  i  dont  want  to  but  its  been  3  days ,0
doesnt  think  the  changes  to  facebook  were  really  needed  but  honestly  im  more  annoyed  with  all  the  complaints  ive  seen  about  it  you  get  it  for  free  so  if  that  means  every  once  in  a  while  you  have  to  deal  with  a  new  layout  welldeal  with  it ,0
starting  to  make  some  delicious  snacks  to  enjoy  while  watching  the  superbowl  later ,0
is  home  from  the  lockport  mardi  gras  parade  and  is  ready  for  a  nap ,0
really  wishes  that  my  old  doctors  office  would  learn  how  to  do  math  i  dont  appreciate  getting  rather  large  bills  for  amounts  that  bsbc  and  i  have  already  paid  oh  and  thanks  for  putting  it  in  the  120  day  slot  so  i  get  to  stress  about  further  stupidity  on  your  part  resulting  in  a  bad  outcome  for  me ,0
wonders  how  sick  bon  jovi  is  of  singing  this  song ,0
